"Rate","Quantity","Discount","Item Name","Sales Amount","Net Sales","Month","Date","Discount_per_unit","Year","id"
147.59,18,42.48,Soya Cappuccino King,2656.62,2614.14,,"2023-01-04",2.360000,,279
148.51,61,87.23,White Mocha,9059.11,8971.880000000001,,"2023-01-04",1.430000,,280
195.31,16,77.44,Espresso,3124.96,3047.52,,"2023-01-04",4.840000,,281
109.07,95,119.70,Cafe Latte King,10361.65,10241.949999999999,,"2023-01-05",1.260000,,282
251.37,18,78.30,Gooey Fudgy Brownie Sundae,4524.66,4446.36,,"2023-02-04",4.350000,,283
173.04,12,56.64,Spinach Corn N Cheese Sandwich,2076.48,2019.84,,"2023-02-04",4.720000,,284
132.68,15,38.25,Cappuccino King,1990.2,1951.95,,"2023-02-04",2.550000,,285
104.69,55,52.25,Spicy Mango Slush,5757.95,5705.7,,"2023-02-05",0.950000,,286
115.23,53,214.12,Vietnamese Iced Coffee,6107.19,5893.07,,"2023-02-05",4.040000,,287
206.17,12,31.68,Smoked Chicken Sandwich,2474.04,2442.36,,"2023-02-05",2.640000,,288
115.23,30,121.20,Vietnamese Iced Coffee,3456.9,3335.7000000000003,,"2023-02-05",4.040000,,289
241.92,3,14.01,Butterscotch Crunch Cake,725.76,711.75,,"2023-02-05",4.670000,,290
99.79,24,21.84,Cappuccino Regular,2394.96,2373.12,,"2023-02-05",0.910000,,291
163.93,8,25.52,Berry Vanilla Croissant Sundae,1311.44,1285.92,,"2023-02-05",3.190000,,292
191.47,23,66.01,Nutty Chocolate Croissant Sundae,4403.81,4337.8,,"2023-02-06",2.870000,,293
206.17,10,26.40,Smoked Chicken Sandwich,2061.7,2035.2999999999997,,"2023-02-06",2.640000,,294
175.70,16,24.48,Irish Latte,2811.2,2786.72,,"2023-02-06",1.530000,,295
241.92,10,46.70,Butterscotch Crunch Cake,2419.2,2372.5,,"2023-02-06",4.670000,,296
233.45,21,81.48,Honey Cinnamon Coffee,4902.45,4820.97,,"2023-02-06",3.880000,,297
182.12,20,82.60,Irish Coffee,3642.4,3559.8,,"2023-02-06",4.130000,,298
150.19,31,64.17,Frappe Lite,4655.89,4591.72,,"2023-02-06",2.070000,,299
150.19,17,35.19,Frappe Lite,2553.23,2518.04,,"2023-02-06",2.070000,,300
148.51,52,74.36,White Mocha,7722.52,7648.160000000001,,"2023-02-06",1.430000,,301
252.24,19,17.48,Hazelnut Brownie,4792.56,4775.080000000001,,"2023-02-06",0.920000,,302
201.15,8,21.36,Cafe Latte Regular,1609.2,1587.8400000000001,,"2023-02-06",2.670000,,303
109.74,33,124.41,Salted Caramel Cappuccino,3621.42,3497.01,,"2023-02-06",3.770000,,304
125.37,40,91.20,Death By Chocolate Sundae,5014.8,4923.6,,"2023-02-06",2.280000,,305
109.74,41,154.57,Salted Caramel Cappuccino,4499.34,4344.77,,"2023-02-06",3.770000,,306
89.48,35,128.80,Hazelnut Affogato,3131.8,3003.0,,"2023-02-06",3.680000,,307
204.53,9,15.48,Cafe Americano Regular,1840.77,1825.29,,"2023-02-06",1.720000,,308
145.80,21,40.74,Hazelnut Latte,3061.8,3021.0600000000004,,"2023-02-06",1.940000,,309
150.19,8,16.56,Frappe Lite,1201.52,1184.96,,"2023-02-06",2.070000,,310
163.93,9,28.71,Berry Vanilla Croissant Sundae,1475.37,1446.6599999999999,,"2023-02-06",3.190000,,311
206.34,8,32.56,Paneer Tikka Double Decker Sandwich,1650.72,1618.16,,"2023-02-06",4.070000,,312
206.17,22,58.08,Smoked Chicken Sandwich,4535.74,4477.66,,"2023-02-07",2.640000,,313
89.48,30,110.40,Hazelnut Affogato,2684.4,2574.0,,"2023-02-07",3.680000,,314
233.02,26,120.38,Filter Coffee,6058.52,5938.14,,"2023-02-07",4.630000,,315
173.56,20,91.80,Signature Choco Fantasy,3471.2,3379.3999999999996,,"2023-02-07",4.590000,,316
226.41,15,66.60,Peri Peri Garlic Bread,3396.15,3329.55,,"2023-02-07",4.440000,,317
182.12,19,78.47,Irish Coffee,3460.28,3381.8100000000004,,"2023-02-07",4.130000,,318
174.70,23,28.06,Irish Affogato,4018.1,3990.04,,"2023-02-07",1.220000,,319
239.31,9,31.41,Paneer Tikka Sandwich,2153.79,2122.38,,"2023-02-07",3.490000,,320
173.56,12,55.08,Signature Choco Fantasy,2082.72,2027.6399999999999,,"2023-02-07",4.590000,,321
89.48,18,66.24,Hazelnut Affogato,1610.64,1544.4,,"2023-02-07",3.680000,,322
225.70,20,95.20,Chilli Cheese Toast,4514.0,4418.8,,"2023-02-07",4.760000,,323
237.94,7,21.14,Choco Nirvana Sundae,1665.58,1644.4399999999998,,"2023-02-07",3.020000,,324
180.56,21,21.84,Classic New York Cheesecake,3791.76,3769.92,,"2023-02-07",1.040000,,325
130.23,41,173.02,Caramel Affogato,5339.43,5166.41,,"2023-02-07",4.220000,,326
194.70,12,45.12,Coconut Spiced Latte,2336.4,2291.28,,"2023-02-07",3.760000,,327
245.97,18,52.56,Vanilla Latte Regular,4427.46,4374.9,,"2023-02-07",2.920000,,328
195.31,25,121.00,Espresso,4882.75,4761.75,,"2023-02-07",4.840000,,329
156.45,33,69.96,Classic Garlic Bread,5162.85,5092.89,,"2023-02-07",2.120000,,330
146.26,40,23.20,Classic Hot Fudge Sundae,5850.4,5827.2,,"2023-02-07",0.580000,,331
225.70,16,76.16,Chilli Cheese Toast,3611.2,3535.04,,"2023-02-08",4.760000,,332
222.93,12,28.20,Espresso Doppio,2675.16,2646.96,,"2023-02-08",2.350000,,333
251.37,13,56.55,Gooey Fudgy Brownie Sundae,3267.81,3211.2599999999998,,"2023-02-08",4.350000,,334
147.64,31,63.86,Irish Cappuccino,4576.84,4512.9800000000005,,"2023-02-08",2.060000,,335
195.26,13,36.92,Adrak Wali Chai,2538.38,2501.46,,"2023-02-08",2.840000,,336
125.37,20,45.60,Death By Chocolate Sundae,2507.4,2461.8,,"2023-02-08",2.280000,,337
165.86,11,8.03,Sizzle My Brownie Sundae,1824.46,1816.43,,"2023-02-08",0.730000,,338
252.24,9,8.28,Hazelnut Brownie,2270.16,2261.8799999999997,,"2023-02-08",0.920000,,339
145.80,17,32.98,Hazelnut Latte,2478.6,2445.62,,"2023-02-08",1.940000,,340
167.97,13,14.95,Smoked Chicken Double Decker Sandwich,2183.61,2168.6600000000003,,"2023-02-08",1.150000,,341
223.30,20,62.40,Plant Milk Frappe-Oat,4466.0,4403.6,,"2023-02-08",3.120000,,342
194.70,21,78.96,Coconut Spiced Latte,4088.7,4009.74,,"2023-02-09",3.760000,,343
89.48,41,150.88,Hazelnut Affogato,3668.68,3517.7999999999997,,"2023-02-09",3.680000,,344
167.97,9,10.35,Smoked Chicken Double Decker Sandwich,1511.73,1501.38,,"2023-02-09",1.150000,,345
167.97,19,21.85,Smoked Chicken Double Decker Sandwich,3191.43,3169.58,,"2023-02-09",1.150000,,346
109.07,53,66.78,Cafe Latte King,5780.71,5713.93,,"2023-02-09",1.260000,,347
182.12,30,123.90,Irish Coffee,5463.6,5339.700000000001,,"2023-02-09",4.130000,,348
155.00,15,59.40,Elaichi Chai,2325.0,2265.6,,"2023-02-09",3.960000,,349
141.44,24,79.44,Cheese Tomato Croissant Sliders,3394.56,3315.12,,"2023-02-09",3.310000,,350
225.70,6,28.56,Chilli Cheese Toast,1354.2,1325.64,,"2023-02-09",4.760000,,351
172.51,27,90.72,Tandoori Chicken Double Decker Sandwich,4657.77,4567.05,,"2023-02-09",3.360000,,352
155.00,10,39.60,Elaichi Chai,1550.0,1510.4,,"2023-02-09",3.960000,,353
223.30,20,62.40,Plant Milk Frappe-Oat,4466.0,4403.6,,"2023-02-09",3.120000,,354
228.98,15,39.60,Chocolate Croissant,3434.7,3395.1,,"2023-02-09",2.640000,,355
195.41,40,117.20,Plant Milk Frappe-Coconut,7816.4,7699.2,,"2023-02-09",2.930000,,356
125.37,18,41.04,Death By Chocolate Sundae,2256.66,2215.62,,"2023-02-09",2.280000,,357
148.51,50,71.50,White Mocha,7425.5,7354.0,,"2023-02-09",1.430000,,358
163.93,33,105.27,Berry Vanilla Croissant Sundae,5409.69,5304.419999999999,,"2023-02-10",3.190000,,359
206.17,12,31.68,Smoked Chicken Sandwich,2474.04,2442.36,,"2023-02-10",2.640000,,360
147.64,31,63.86,Irish Cappuccino,4576.84,4512.9800000000005,,"2023-02-10",2.060000,,361
175.70,30,45.90,Irish Latte,5271.0,5225.1,,"2023-02-10",1.530000,,362
179.99,7,21.14,Smoked Chicken N Mozzarella Toastizza,1259.93,1238.79,,"2023-02-14",3.020000,,363
245.97,13,37.96,Vanilla Latte Regular,3197.61,3159.65,,"2023-02-10",2.920000,,364
195.41,12,35.16,Plant Milk Frappe-Coconut,2344.92,2309.76,,"2023-02-10",2.930000,,365
115.23,31,125.24,Vietnamese Iced Coffee,3572.13,3446.8900000000003,,"2023-02-10",4.040000,,366
146.26,34,19.72,Classic Hot Fudge Sundae,4972.84,4953.12,,"2023-02-14",0.580000,,367
146.26,16,9.28,Classic Hot Fudge Sundae,2340.16,2330.8799999999997,,"2023-02-10",0.580000,,368
167.97,12,13.80,Smoked Chicken Double Decker Sandwich,2015.64,2001.8400000000001,,"2023-02-10",1.150000,,369
179.99,6,18.12,Smoked Chicken N Mozzarella Toastizza,1079.94,1061.8200000000002,,"2023-02-14",3.020000,,370
173.56,14,64.26,Signature Choco Fantasy,2429.84,2365.58,,"2023-02-10",4.590000,,371
243.15,10,16.80,Peanut Butter Banana Frappe,2431.5,2414.7,,"2023-02-14",1.680000,,372
231.91,8,30.96,Cafe Mocha,1855.28,1824.32,,"2023-02-14",3.870000,,373
225.70,8,38.08,Chilli Cheese Toast,1805.6,1767.52,,"2023-02-10",4.760000,,374
89.48,52,191.36,Hazelnut Affogato,4652.96,4461.6,,"2023-02-14",3.680000,,375
140.51,20,78.80,Cafe Americano Strong,2810.2,2731.3999999999996,,"2023-01-24",3.940000,,376
195.26,24,68.16,Adrak Wali Chai,4686.24,4618.08,,"2023-02-15",2.840000,,377
206.34,8,32.56,Paneer Tikka Double Decker Sandwich,1650.72,1618.16,,"2023-01-24",4.070000,,378
172.51,21,70.56,Tandoori Chicken Double Decker Sandwich,3622.71,3552.15,,"2023-02-15",3.360000,,379
172.51,22,73.92,Tandoori Chicken Double Decker Sandwich,3795.22,3721.2999999999997,,"2023-01-24",3.360000,,380
115.23,39,157.56,Vietnamese Iced Coffee,4493.97,4336.41,,"2023-02-15",4.040000,,381
141.44,27,89.37,Cheese Tomato Croissant Sliders,3818.88,3729.51,,"2023-02-10",3.310000,,382
248.19,10,38.90,Vanilla Cappuccino Regular,2481.9,2443.0,,"2023-01-24",3.890000,,383
174.70,8,9.76,Irish Affogato,1397.6,1387.84,,"2023-02-15",1.220000,,384
146.26,6,3.48,Classic Hot Fudge Sundae,877.56,874.0799999999999,,"2023-02-10",0.580000,,385
228.98,5,13.20,Chocolate Croissant,1144.9,1131.7,,"2023-02-15",2.640000,,386
252.24,6,5.52,Hazelnut Brownie,1513.44,1507.92,,"2023-02-10",0.920000,,387
241.92,13,60.71,Butterscotch Crunch Cake,3144.96,3084.25,,"2023-02-15",4.670000,,388
125.37,42,95.76,Death By Chocolate Sundae,5265.54,5169.78,,"2023-02-10",2.280000,,389
182.49,11,38.61,Flat White,2007.39,1968.7800000000002,,"2023-02-10",3.510000,,390
182.12,8,33.04,Irish Coffee,1456.96,1423.92,,"2023-02-15",4.130000,,391
109.07,33,41.58,Cafe Latte King,3599.31,3557.73,,"2023-02-15",1.260000,,392
243.15,7,11.76,Peanut Butter Banana Frappe,1702.05,1690.29,,"2023-02-15",1.680000,,393
132.68,26,66.30,Cappuccino King,3449.68,3383.3799999999997,,"2023-02-10",2.550000,,394
223.30,12,37.44,Plant Milk Frappe-Oat,2679.6,2642.16,,"2023-02-15",3.120000,,395
174.70,16,19.52,Irish Affogato,2795.2,2775.68,,"2023-02-10",1.220000,,396
109.74,26,98.02,Salted Caramel Cappuccino,2853.24,2755.22,,"2023-02-15",3.770000,,397
241.92,14,65.38,Butterscotch Crunch Cake,3386.88,3321.5,,"2023-02-10",4.670000,,398
233.45,14,54.32,Honey Cinnamon Coffee,3268.3,3213.98,,"2023-02-16",3.880000,,399
147.59,14,33.04,Soya Cappuccino King,2066.26,2033.2200000000003,,"2023-02-16",2.360000,,400
245.97,21,61.32,Vanilla Latte Regular,5165.37,5104.05,,"2023-02-16",2.920000,,401
104.69,18,17.10,Spicy Mango Slush,1884.42,1867.3200000000002,,"2023-02-10",0.950000,,402
245.97,8,23.36,Vanilla Latte Regular,1967.76,1944.4,,"2023-02-16",2.920000,,403
104.69,32,30.40,Spicy Mango Slush,3350.08,3319.68,,"2023-02-10",0.950000,,404
204.53,33,56.76,Cafe Americano Regular,6749.49,6692.73,,"2023-02-16",1.720000,,405
145.80,26,50.44,Hazelnut Latte,3790.8,3740.36,,"2023-02-10",1.940000,,406
156.45,9,19.08,Classic Garlic Bread,1408.05,1388.97,,"2023-02-16",2.120000,,407
106.80,38,66.12,Dutch Truffle Cake,4058.4,3992.28,,"2023-02-10",1.740000,,408
223.30,15,46.80,Plant Milk Frappe-Oat,3349.5,3302.7,,"2023-02-16",3.120000,,409
185.05,6,24.66,Croissant,1110.3,1085.6399999999999,,"2023-02-11",4.110000,,410
233.45,20,77.60,Honey Cinnamon Coffee,4669.0,4591.4,,"2023-02-16",3.880000,,411
175.70,4,6.12,Irish Latte,702.8,696.68,,"2023-02-11",1.530000,,412
206.17,12,31.68,Smoked Chicken Sandwich,2474.04,2442.36,,"2023-02-16",2.640000,,413
195.26,24,68.16,Adrak Wali Chai,4686.24,4618.08,,"2023-02-11",2.840000,,414
195.41,31,90.83,Plant Milk Frappe-Coconut,6057.71,5966.88,,"2023-02-16",2.930000,,415
206.17,20,52.80,Smoked Chicken Sandwich,4123.4,4070.5999999999995,,"2023-02-16",2.640000,,416
195.26,14,39.76,Adrak Wali Chai,2733.64,2693.8799999999997,,"2023-02-11",2.840000,,417
225.70,9,42.84,Chilli Cheese Toast,2031.3,1988.46,,"2023-02-16",4.760000,,418
201.15,5,13.35,Cafe Latte Regular,1005.75,992.4,,"2023-02-16",2.670000,,419
252.24,19,17.48,Hazelnut Brownie,4792.56,4775.080000000001,,"2023-02-11",0.920000,,420
222.93,7,16.45,Espresso Doppio,1560.51,1544.06,,"2023-02-17",2.350000,,421
201.15,17,45.39,Cafe Latte Regular,3419.55,3374.1600000000003,,"2023-02-11",2.670000,,422
204.53,20,34.40,Cafe Americano Regular,4090.6,4056.2,,"2023-02-17",1.720000,,423
115.23,26,105.04,Vietnamese Iced Coffee,2995.98,2890.94,,"2023-02-17",4.040000,,424
233.02,31,143.53,Filter Coffee,7223.62,7080.09,,"2023-02-11",4.630000,,425
155.00,35,138.60,Elaichi Chai,5425.0,5286.4,,"2023-02-17",3.960000,,426
228.98,22,58.08,Chocolate Croissant,5037.56,4979.4800000000005,,"2023-02-11",2.640000,,427
195.31,26,125.84,Espresso,5078.06,4952.22,,"2023-02-17",4.840000,,428
228.98,11,29.04,Chocolate Croissant,2518.78,2489.7400000000002,,"2023-02-11",2.640000,,429
163.93,24,76.56,Berry Vanilla Croissant Sundae,3934.32,3857.76,,"2023-02-17",3.190000,,430
190.93,12,22.68,Classic Affogato,2291.16,2268.48,,"2023-02-11",1.890000,,431
89.48,11,40.48,Hazelnut Affogato,984.28,943.8,,"2023-02-11",3.680000,,432
156.45,30,63.60,Classic Garlic Bread,4693.5,4629.9,,"2023-02-17",2.120000,,433
248.19,11,42.79,Vanilla Cappuccino Regular,2730.09,2687.3,,"2023-02-17",3.890000,,434
201.15,5,13.35,Cafe Latte Regular,1005.75,992.4,,"2023-02-17",2.670000,,435
191.47,25,71.75,Nutty Chocolate Croissant Sundae,4786.75,4715.0,,"2023-02-17",2.870000,,436
147.64,9,18.54,Irish Cappuccino,1328.76,1310.22,,"2023-02-17",2.060000,,437
195.26,19,53.96,Adrak Wali Chai,3709.94,3655.98,,"2023-02-17",2.840000,,438
147.59,18,42.48,Soya Cappuccino King,2656.62,2614.14,,"2023-02-17",2.360000,,439
233.45,9,34.92,Honey Cinnamon Coffee,2101.05,2066.13,,"2023-02-17",3.880000,,440
132.68,10,25.50,Cappuccino King,1326.8,1301.3,,"2023-02-17",2.550000,,441
132.68,40,102.00,Cappuccino King,5307.2,5205.2,,"2023-02-17",2.550000,,442
228.98,9,23.76,Chocolate Croissant,2060.82,2037.0600000000002,,"2023-02-17",2.640000,,443
180.56,14,14.56,Classic New York Cheesecake,2527.84,2513.28,,"2023-02-17",1.040000,,444
241.92,17,79.39,Butterscotch Crunch Cake,4112.64,4033.2500000000005,,"2023-02-17",4.670000,,445
167.97,22,25.30,Smoked Chicken Double Decker Sandwich,3695.34,3670.04,,"2023-02-17",1.150000,,446
206.34,29,118.03,Paneer Tikka Double Decker Sandwich,5983.86,5865.83,,"2023-02-17",4.070000,,447
115.23,43,173.72,Vietnamese Iced Coffee,4954.89,4781.17,,"2023-02-18",4.040000,,448
222.93,4,9.40,Espresso Doppio,891.72,882.32,,"2023-02-18",2.350000,,449
228.98,7,18.48,Chocolate Croissant,1602.86,1584.3799999999999,,"2023-02-18",2.640000,,450
143.24,17,43.86,Tiramisu Affogato,2435.08,2391.22,,"2023-02-18",2.580000,,451
125.37,26,59.28,Death By Chocolate Sundae,3259.62,3200.3399999999997,,"2023-02-18",2.280000,,452
172.51,45,151.20,Tandoori Chicken Double Decker Sandwich,7762.95,7611.75,,"2023-01-05",3.360000,,453
237.94,7,21.14,Choco Nirvana Sundae,1665.58,1644.4399999999998,,"2023-02-18",3.020000,,454
148.51,27,38.61,White Mocha,4009.77,3971.16,,"2023-02-18",1.430000,,455
201.15,8,21.36,Cafe Latte Regular,1609.2,1587.8400000000001,,"2023-02-18",2.670000,,456
140.51,24,94.56,Cafe Americano Strong,3372.24,3277.68,,"2023-02-18",3.940000,,457
146.26,22,12.76,Classic Hot Fudge Sundae,3217.72,3204.9599999999996,,"2023-02-18",0.580000,,458
204.53,17,29.24,Cafe Americano Regular,3477.01,3447.7700000000004,,"2023-02-18",1.720000,,459
173.04,29,136.88,Spinach Corn N Cheese Sandwich,5018.16,4881.28,,"2023-02-18",4.720000,,460
109.07,30,37.80,Cafe Latte King,3272.1,3234.2999999999997,,"2023-02-18",1.260000,,461
225.70,7,33.32,Chilli Cheese Toast,1579.9,1546.5800000000002,,"2023-02-18",4.760000,,462
231.91,19,73.53,Cafe Mocha,4406.29,4332.76,,"2023-02-18",3.870000,,463
245.97,16,46.72,Vanilla Latte Regular,3935.52,3888.8,,"2023-02-18",2.920000,,464
228.98,15,39.60,Chocolate Croissant,3434.7,3395.1,,"2023-02-11",2.640000,,465
163.93,9,28.71,Berry Vanilla Croissant Sundae,1475.37,1446.6599999999999,,"2023-02-11",3.190000,,466
195.31,21,101.64,Espresso,4101.51,3999.8700000000003,,"2023-02-11",4.840000,,467
143.24,24,61.92,Tiramisu Affogato,3437.76,3375.84,,"2023-02-11",2.580000,,468
115.23,17,68.68,Vietnamese Iced Coffee,1958.91,1890.23,,"2023-02-11",4.040000,,469
160.93,23,62.79,Hazelnut Cappuccino,3701.39,3638.6,,"2023-02-11",2.730000,,470
226.41,16,71.04,Peri Peri Garlic Bread,3622.56,3551.52,,"2023-02-18",4.440000,,471
147.59,20,47.20,Soya Cappuccino King,2951.8,2904.6000000000004,,"2023-02-11",2.360000,,472
239.31,18,62.82,Paneer Tikka Sandwich,4307.58,4244.76,,"2023-02-18",3.490000,,473
222.93,8,18.80,Espresso Doppio,1783.44,1764.64,,"2023-02-18",2.350000,,474
132.68,7,17.85,Cappuccino King,928.76,910.91,,"2023-02-18",2.550000,,475
176.72,13,42.25,Paneer N Mozzarella Toastizza,2297.36,2255.11,,"2023-02-18",3.250000,,476
132.68,34,86.70,Cappuccino King,4511.12,4424.42,,"2023-02-18",2.550000,,477
173.56,31,142.29,Signature Choco Fantasy,5380.36,5238.07,,"2023-02-18",4.590000,,478
226.41,5,22.20,Peri Peri Garlic Bread,1132.05,1109.85,,"2023-02-11",4.440000,,479
195.26,3,8.52,Adrak Wali Chai,585.78,577.26,,"2023-02-11",2.840000,,480
145.80,9,17.46,Hazelnut Latte,1312.2,1294.74,,"2023-02-19",1.940000,,481
155.00,23,91.08,Elaichi Chai,3565.0,3473.92,,"2023-02-11",3.960000,,482
243.15,14,23.52,Peanut Butter Banana Frappe,3404.1,3380.58,,"2023-02-12",1.680000,,483
109.07,62,78.12,Cafe Latte King,6762.34,6684.22,,"2023-02-19",1.260000,,484
248.19,20,77.80,Vanilla Cappuccino Regular,4963.8,4886.0,,"2023-02-12",3.890000,,485
173.56,27,123.93,Signature Choco Fantasy,4686.12,4562.19,,"2023-02-19",4.590000,,486
148.51,28,40.04,White Mocha,4158.28,4118.24,,"2023-02-12",1.430000,,487
160.93,14,38.22,Hazelnut Cappuccino,2253.02,2214.8,,"2023-02-19",2.730000,,488
165.86,16,11.68,Sizzle My Brownie Sundae,2653.76,2642.0800000000004,,"2023-02-12",0.730000,,489
99.79,21,19.11,Cappuccino Regular,2095.59,2076.48,,"2023-02-19",0.910000,,490
251.37,17,73.95,Gooey Fudgy Brownie Sundae,4273.29,4199.34,,"2023-02-19",4.350000,,491
191.47,16,45.92,Nutty Chocolate Croissant Sundae,3063.52,3017.6,,"2023-02-19",2.870000,,492
210.85,10,28.30,Red Velvet Cake,2108.5,2080.2,,"2023-02-12",2.830000,,493
231.91,19,73.53,Cafe Mocha,4406.29,4332.76,,"2023-02-19",3.870000,,494
145.80,29,56.26,Hazelnut Latte,4228.2,4171.94,,"2023-02-19",1.940000,,495
115.23,46,185.84,Vietnamese Iced Coffee,5300.58,5114.74,,"2023-02-19",4.040000,,496
175.70,31,47.43,Irish Latte,5446.7,5399.2699999999995,,"2023-02-19",1.530000,,497
89.48,41,150.88,Hazelnut Affogato,3668.68,3517.7999999999997,,"2023-02-12",3.680000,,498
210.85,8,22.64,Red Velvet Cake,1686.8,1664.1599999999999,,"2023-02-19",2.830000,,499
174.70,14,17.08,Irish Affogato,2445.8,2428.7200000000003,,"2023-02-12",1.220000,,500
201.15,12,32.04,Cafe Latte Regular,2413.8,2381.76,,"2023-02-19",2.670000,,501
104.69,24,22.80,Spicy Mango Slush,2512.56,2489.7599999999998,,"2023-02-12",0.950000,,502
150.19,20,41.40,Frappe Lite,3003.8,2962.4,,"2023-02-19",2.070000,,503
206.34,15,61.05,Paneer Tikka Double Decker Sandwich,3095.1,3034.0499999999997,,"2023-02-12",4.070000,,504
179.99,23,69.46,Smoked Chicken N Mozzarella Toastizza,4139.77,4070.3100000000004,,"2023-02-19",3.020000,,505
222.93,25,58.75,Espresso Doppio,5573.25,5514.5,,"2023-02-12",2.350000,,506
231.91,18,69.66,Cafe Mocha,4174.38,4104.72,,"2023-02-19",3.870000,,507
146.26,34,19.72,Classic Hot Fudge Sundae,4972.84,4953.12,,"2023-02-19",0.580000,,508
175.70,27,41.31,Irish Latte,4743.9,4702.589999999999,,"2023-02-12",1.530000,,509
222.93,24,56.40,Espresso Doppio,5350.32,5293.92,,"2023-02-19",2.350000,,510
233.02,17,78.71,Filter Coffee,3961.34,3882.63,,"2023-02-19",4.630000,,511
106.80,35,60.90,Dutch Truffle Cake,3738.0,3677.1,,"2023-02-12",1.740000,,512
190.93,13,24.57,Classic Affogato,2482.09,2457.52,,"2023-02-19",1.890000,,513
223.30,13,40.56,Plant Milk Frappe-Oat,2902.9,2862.34,,"2023-02-19",3.120000,,514
206.34,11,44.77,Paneer Tikka Double Decker Sandwich,2269.74,2224.97,,"2023-02-19",4.070000,,515
194.70,23,86.48,Coconut Spiced Latte,4478.1,4391.620000000001,,"2023-02-12",3.760000,,516
156.45,36,76.32,Classic Garlic Bread,5632.2,5555.88,,"2023-02-19",2.120000,,517
115.23,30,121.20,Vietnamese Iced Coffee,3456.9,3335.7000000000003,,"2023-02-19",4.040000,,518
194.70,22,82.72,Coconut Spiced Latte,4283.4,4200.679999999999,,"2023-02-12",3.760000,,519
147.64,33,67.98,Irish Cappuccino,4872.12,4804.14,,"2023-02-19",2.060000,,520
248.19,17,66.13,Vanilla Cappuccino Regular,4219.23,4153.099999999999,,"2023-02-12",3.890000,,521
165.86,30,21.90,Sizzle My Brownie Sundae,4975.8,4953.900000000001,,"2023-02-12",0.730000,,522
125.37,27,61.56,Death By Chocolate Sundae,3384.99,3323.43,,"2023-02-20",2.280000,,523
191.47,25,71.75,Nutty Chocolate Croissant Sundae,4786.75,4715.0,,"2023-02-20",2.870000,,524
173.04,19,89.68,Spinach Corn N Cheese Sandwich,3287.76,3198.0800000000004,,"2023-02-12",4.720000,,525
237.94,10,30.20,Choco Nirvana Sundae,2379.4,2349.2000000000003,,"2023-02-20",3.020000,,526
125.37,42,95.76,Death By Chocolate Sundae,5265.54,5169.78,,"2023-02-20",2.280000,,527
143.24,15,38.70,Tiramisu Affogato,2148.6,2109.9,,"2023-02-13",2.580000,,528
165.86,14,10.22,Sizzle My Brownie Sundae,2322.04,2311.82,,"2023-02-13",0.730000,,529
191.47,26,74.62,Nutty Chocolate Croissant Sundae,4978.22,4903.6,,"2023-02-20",2.870000,,530
201.15,12,32.04,Cafe Latte Regular,2413.8,2381.76,,"2023-02-13",2.670000,,531
175.70,21,32.13,Irish Latte,3689.7,3657.5699999999997,,"2023-02-20",1.530000,,532
